,Store,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,StoreType_b,StoreType_c,StoreType_d
766,767,3,13080.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
767,768,3,2630.0,9.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
768,769,2,840.0,9.0,2013.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0
769,770,3,100.0,4.0,2015.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
770,771,1,20640.0,9.0,2007.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
771,772,3,1850.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
772,773,1,200.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
773,774,3,640.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
774,775,3,6970.0,12.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
775,776,1,700.0,4.0,2009.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
776,777,3,8250.0,10.0,2004.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
777,778,1,340.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
778,779,1,16990.0,4.0,2004.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
779,780,1,18160.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
780,781,1,630.0,4.0,2007.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
781,782,3,5390.0,8.0,2003.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
782,783,3,15490.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
783,784,1,560.0,10.0,2014.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
784,785,3,970.0,7.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
785,786,1,290.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
786,787,3,3210.0,6.0,2009.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
787,788,3,1530.0,3.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
788,789,3,9770.0,7.0,2003.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
789,790,3,9070.0,12.0,2003.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
790,791,1,5950.0,4.0,2007.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
791,792,1,17280.0,10.0,2009.0,1,18.0,2011.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
792,793,1,2710.0,7.0,2006.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
793,794,3,5090.0,9.0,2006.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
794,795,1,510.0,9.0,2013.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
795,796,3,7180.0,11.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
796,797,1,2090.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
797,798,1,9560.0,4.0,2001.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
798,799,3,2700.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
799,800,1,2020.0,7.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
800,801,1,48330.0,4.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
801,802,3,910.0,9.0,2013.0,1,22.0,2011.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
802,803,1,1760.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
803,804,3,2100.0,9.0,2013.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
804,805,1,24770.0,10.0,2011.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
805,806,1,260.0,9.0,2013.0,1,44.0,2010.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
806,807,1,3870.0,4.0,2008.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
807,808,1,18620.0,9.0,2013.0,1,31.0,2009.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
808,809,1,12770.0,10.0,2000.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
809,810,3,9640.0,11.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
810,811,1,410.0,9.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
811,812,1,2590.0,9.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
812,813,1,1560.0,9.0,2003.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
813,814,3,24530.0,7.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
814,815,1,590.0,1.0,1900.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
815,816,3,460.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
816,817,1,140.0,3.0,2006.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
817,818,1,490.0,9.0,2013.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
818,819,3,720.0,10.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
819,820,3,1650.0,9.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
820,821,1,1700.0,9.0,2009.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
821,822,3,410.0,11.0,2010.0,1,48.0,2010.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
822,823,3,16210.0,11.0,2010.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
823,824,1,17570.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
824,825,1,380.0,5.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
825,826,3,7980.0,6.0,2005.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
826,827,3,250.0,1.0,2005.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
827,828,3,3290.0,12.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
828,829,1,110.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
829,830,3,6320.0,9.0,2013.0,1,5.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
830,831,1,800.0,6.0,2007.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
831,832,1,5070.0,9.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
832,833,3,3290.0,12.0,1999.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
833,834,1,3470.0,3.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
834,835,1,2890.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
835,836,1,2720.0,9.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
836,837,3,14600.0,4.0,2015.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
837,838,3,6890.0,9.0,2013.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
838,839,1,240.0,1.0,2015.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
839,840,1,1070.0,9.0,2009.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
840,841,1,27650.0,8.0,2004.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
841,842,3,1200.0,11.0,2007.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
842,843,1,60.0,4.0,2006.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
843,844,1,2030.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
844,845,1,7860.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
845,846,3,8860.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
846,847,3,190.0,9.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov",0.0,1.0,0.0
847,848,3,370.0,7.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
848,849,3,5000.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
849,850,1,1120.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
850,851,3,2330.0,9.0,2013.0,1,49.0,2014.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
851,852,1,940.0,4.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
852,853,1,14040.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
853,854,1,4770.0,9.0,2013.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
854,855,1,3440.0,9.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
855,856,1,3020.0,2.0,2010.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
856,857,1,6270.0,8.0,2005.0,1,23.0,2014.0,"Mar,Jun,Sept,Dec",0.0,1.0,0.0
857,858,1,3370.0,12.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
858,859,1,21770.0,7.0,2015.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
859,860,3,5980.0,2.0,2010.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
860,861,3,740.0,9.0,2013.0,1,14.0,2013.0,"Mar,Jun,Sept,Dec",0.0,1.0,0.0
861,862,3,2840.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
862,863,3,21370.0,11.0,2010.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
863,864,1,1020.0,10.0,2012.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
864,865,3,2640.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
865,866,1,9680.0,9.0,2013.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
866,867,3,21810.0,9.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
867,868,3,1360.0,8.0,2005.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
868,869,1,230.0,10.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
869,870,1,780.0,4.0,2009.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
870,871,3,10620.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
871,872,3,3860.0,9.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
872,873,1,2040.0,11.0,2008.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
873,874,1,3210.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
874,875,1,5070.0,11.0,2007.0,1,18.0,2015.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
875,876,1,21790.0,4.0,2005.0,1,18.0,2015.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
876,877,3,29190.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
877,878,3,1100.0,12.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
878,879,1,2325.0,9.0,2013.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
879,880,3,4570.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
880,881,1,180.0,3.0,2008.0,1,31.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
881,882,1,30.0,4.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
882,883,1,3200.0,6.0,2005.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
883,884,3,7550.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
884,885,1,480.0,12.0,2005.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
885,886,3,12430.0,10.0,2004.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
886,887,1,19700.0,9.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
887,888,1,4450.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
888,889,1,18670.0,12.0,2005.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
889,890,1,4450.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
890,891,3,350.0,9.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
891,892,1,19370.0,4.0,2002.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
892,893,1,130.0,9.0,2013.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
893,894,1,190.0,11.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
894,895,3,4150.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
895,896,3,170.0,9.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
896,897,3,3290.0,1.0,2007.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,1.0,0.0
897,898,1,18540.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
898,899,1,2590.0,9.0,2013.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
899,900,1,3920.0,4.0,2005.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
900,901,3,3170.0,4.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
901,902,1,310.0,5.0,2015.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
902,903,3,7290.0,9.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
903,904,3,570.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
904,905,1,90.0,6.0,2014.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
905,906,1,90.0,7.0,2010.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
906,907,3,250.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
907,908,1,1980.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
908,909,3,1680.0,9.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
909,910,3,12480.0,9.0,2013.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
910,911,3,16490.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
911,912,3,3100.0,5.0,2010.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
912,913,1,280.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
913,914,3,2640.0,4.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",0.0,1.0,0.0
914,915,3,650.0,3.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
915,916,1,90.0,11.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
916,917,1,7240.0,2.0,2010.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
917,918,3,18710.0,4.0,2015.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
918,919,1,2620.0,9.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
919,920,1,850.0,2.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
920,921,1,840.0,9.0,2006.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
921,922,1,2110.0,3.0,2006.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
922,923,1,280.0,9.0,2008.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
923,924,1,6420.0,4.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
924,925,1,470.0,3.0,2007.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
925,926,3,5150.0,3.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
926,927,1,480.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
927,928,3,1090.0,9.0,2013.0,1,31.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
928,929,3,4820.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
929,930,1,70.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
930,931,3,1480.0,9.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
931,932,1,15700.0,9.0,2013.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
932,933,3,6270.0,2.0,2005.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
933,934,3,5460.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
934,935,3,22350.0,6.0,2010.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
935,936,1,580.0,2.0,2008.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
936,937,1,2810.0,9.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
937,938,1,2820.0,9.0,2009.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
938,939,1,1340.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
939,940,3,6470.0,9.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
940,941,1,1200.0,12.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
941,942,3,6860.0,9.0,2013.0,1,18.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
942,943,3,18020.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
943,944,1,1670.0,7.0,2015.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
944,945,3,12480.0,3.0,2011.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
945,946,1,2220.0,12.0,2011.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
946,947,1,460.0,3.0,2014.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
947,948,2,1430.0,9.0,2013.0,0,0.0,0.0,NotApplicable,1.0,0.0,0.0
948,949,1,870.0,3.0,2006.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
949,950,1,8460.0,11.0,1994.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
950,951,3,710.0,9.0,2013.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
951,952,3,6300.0,10.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
952,953,1,19830.0,4.0,2006.0,1,22.0,2011.0,"Mar,Jun,Sept,Dec",0.0,0.0,0.0
953,954,1,390.0,2.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
954,955,3,1690.0,7.0,2009.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
955,956,1,2330.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
956,957,3,1420.0,11.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
957,958,1,440.0,11.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
958,959,3,1060.0,12.0,2005.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
959,960,1,8990.0,9.0,2013.0,1,31.0,2009.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
960,961,3,9430.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
961,962,1,260.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
962,963,3,23620.0,11.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
963,964,1,270.0,9.0,2013.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
964,965,3,110.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
965,966,1,760.0,2.0,2008.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
966,967,3,3560.0,9.0,2013.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
967,968,1,1190.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
968,969,3,600.0,11.0,1999.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
969,970,1,910.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
970,971,1,1140.0,5.0,2011.0,1,14.0,2012.0,"Mar,Jun,Sept,Dec",0.0,1.0,0.0
971,972,1,14960.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
972,973,3,330.0,9.0,2013.0,1,28.0,2012.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
973,974,1,150.0,3.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
974,975,3,9630.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
975,976,1,4180.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
976,977,1,520.0,9.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
977,978,3,3890.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
978,979,3,2270.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
979,980,1,4420.0,9.0,2005.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
980,981,3,2620.0,11.0,2002.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
981,982,1,21930.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
982,983,1,40.0,3.0,2014.0,1,1.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
983,984,1,440.0,9.0,2013.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
984,985,3,490.0,5.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
985,986,1,620.0,10.0,2014.0,1,18.0,2014.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
986,987,1,1690.0,6.0,2007.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
987,988,1,30.0,11.0,2012.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
988,989,1,1640.0,6.0,2006.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
989,990,1,20930.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
990,991,1,1010.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
991,992,1,2480.0,7.0,1990.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
992,993,3,3460.0,10.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
993,994,1,2290.0,7.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
994,995,1,6560.0,12.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
995,996,1,2870.0,7.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
996,997,3,5840.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
997,998,1,780.0,9.0,2005.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
998,999,3,15140.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
999,1000,3,2230.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1000,1001,1,19640.0,9.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
1001,1002,3,1130.0,11.0,2008.0,0,0.0,0.0,NotApplicable,0.0,0.0,1.0
1002,1003,1,170.0,7.0,2013.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1003,1004,3,970.0,9.0,2013.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
1004,1005,1,6480.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
1005,1006,3,3890.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,1.0,0.0
1006,1007,3,4180.0,9.0,2012.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
1007,1008,3,30.0,9.0,2010.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
1008,1009,1,230.0,7.0,2004.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1009,1010,3,4610.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",0.0,0.0,1.0
1010,1011,3,490.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
1011,1012,3,6330.0,6.0,2004.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
1012,1013,1,630.0,2.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov",0.0,0.0,0.0
1013,1014,3,210.0,9.0,2013.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",0.0,0.0,0.0
1014,1015,3,9910.0,12.0,2010.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0
1015,1016,3,550.0,9.0,2013.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",0.0,1.0,0.0
1016,1017,1,110.0,11.0,2008.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
1017,1018,3,140.0,9.0,2012.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
1018,1019,3,2740.0,7.0,2014.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0.0,0.0,1.0
1019,1020,1,40.0,8.0,2015.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
1020,1021,1,1080.0,5.0,2011.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
1021,1022,3,1520.0,9.0,2013.0,0,0.0,0.0,NotApplicable,0.0,0.0,0.0
1022,1023,1,3740.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0.0,1.0,0.0
1023,1024,3,1990.0,1.0,2012.0,0,0.0,0.0,NotApplicable,0.0,1.0,0.0
